created_date,tickets_count,avg_satisfaction,avg_resolution_hours,sla_breach_rate,rolling_mean_7d,day_of_week,is_weekend,actual,last_value,mean_7,seasonal_naive_7,arima_111,dataset_part,abs_error_last_value,abs_error_mean_7,abs_error_seasonal_naive_7,abs_error_arima_111,week_start,weekday_number,weekday_name
2026-03-24,15,4.253333333333333,19.02,0.4666666666666667,13.142857142857142,Tuesday,False,,,,,,train,,,,,2026-03-23,2,Вторник
2026-03-25,24,3.9826086956521736,28.837500000000002,0.4166666666666667,14.285714285714286,Wednesday,False,,,,,,train,,,,,2026-03-23,3,Среда
2026-03-26,18,4.225,22.205555555555556,0.1111111111111111,15.714285714285714,Thursday,False,,,,,,train,,,,,2026-03-23,4,Четверг
2026-03-27,19,4.235294117647059,18.978947368421053,0.21052631578947367,15.857142857142858,Friday,False,,,,,,train,,,,,2026-03-23,5,Пятница
2026-03-28,7,3.783333333333333,16.9,0.5714285714285714,16.0,Saturday,True,,,,,,train,,,,,2026-03-23,6,Суббота
2026-03-29,5,4.7,15.34,0.2,15.428571428571429,Sunday,True,,,,,,train,,,,,2026-03-23,7,Воскресенье
2026-03-30,11,4.118181818181818,14.490909090909092,0.45454545454545453,14.142857142857142,Monday,False,,,,,,train,,,,,2026-03-30,1,Понедельник
2026-03-31,18,4.16875,19.144444444444446,0.3333333333333333,14.571428571428571,Tuesday,False,,,,,,train,,,,,2026-03-30,2,Вторник
2026-04-01,20,4.220000000000001,15.665000000000001,0.3,14.0,Wednesday,False,,,,,,train,,,,,2026-03-30,3,Среда
2026-04-02,21,4.385,12.22857142857143,0.19047619047619047,14.428571428571429,Thursday,False,,,,,,train,,,,,2026-03-30,4,Четверг
2026-04-03,13,4.015384615384615,23.515384615384615,0.46153846153846156,13.571428571428571,Friday,False,,,,,,train,,,,,2026-03-30,5,Пятница
2026-04-04,8,3.675,31.225,0.5,13.714285714285714,Saturday,True,,,,,,train,,,,,2026-03-30,6,Суббота
2026-04-05,5,4.46,16.8,0.2,13.714285714285714,Sunday,True,,,,,,train,,,,,2026-03-30,7,Воскресенье
2026-04-06,13,3.8333333333333335,26.73076923076923,0.3076923076923077,14.0,Monday,False,,,,,,train,,,,,2026-04-06,1,Понедельник
2026-04-07,12,4.425,16.475,0.25,13.142857142857142,Tuesday,False,,,,,,train,,,,,2026-04-06,2,Вторник
2026-04-08,22,4.152380952380953,20.349999999999998,0.45454545454545453,13.428571428571429,Wednesday,False,,,,,,train,,,,,2026-04-06,3,Среда
2026-04-09,16,4.113333333333333,19.5125,0.375,12.714285714285714,Thursday,False,,,,,,train,,,,,2026-04-06,4,Четверг
2026-04-10,17,3.975,20.71764705882353,0.29411764705882354,13.285714285714286,Friday,False,,,,,,train,,,,,2026-04-06,5,Пятница
2026-04-11,7,4.428571428571429,13.414285714285715,0.14285714285714285,13.142857142857142,Saturday,True,,,,,,train,,,,,2026-04-06,6,Суббота
2026-04-12,8,3.4875,29.299999999999997,0.5,13.571428571428571,Sunday,True,,,,,,train,,,,,2026-04-06,7,Воскресенье
2026-04-13,12,3.9181818181818184,19.075,0.6666666666666666,13.428571428571429,Monday,False,,,,,,train,,,,,2026-04-13,1,Понедельник
2026-04-14,17,4.30625,17.011764705882353,0.47058823529411764,14.142857142857142,Tuesday,False,,,,,,train,,,,,2026-04-13,2,Вторник
2026-04-15,23,4.495238095238095,14.930434782608694,0.21739130434782608,14.285714285714286,Wednesday,False,,,,,,train,,,,,2026-04-13,3,Среда
2026-04-16,20,4.075,17.365000000000002,0.35,14.857142857142858,Thursday,False,,,,,,train,,,,,2026-04-13,4,Четверг
2026-04-17,22,4.238095238095238,17.51818181818182,0.36363636363636365,15.571428571428571,Friday,False,,,,,,train,,,,,2026-04-13,5,Пятница
2026-04-18,10,3.9899999999999998,19.91,0.4,16.0,Saturday,True,,,,,,train,,,,,2026-04-13,6,Суббота
2026-04-19,6,4.816666666666666,8.433333333333334,0.16666666666666666,15.714285714285714,Sunday,True,,,,,,train,,,,,2026-04-13,7,Воскресенье
2026-04-20,21,4.363157894736842,13.27142857142857,0.2857142857142857,17.0,Monday,False,,,,,,train,,,,,2026-04-20,1,Понедельник
2026-04-21,21,4.025,19.295238095238094,0.42857142857142855,17.571428571428573,Tuesday,False,,,,,,train,,,,,2026-04-20,2,Вторник
2026-04-22,19,3.8157894736842106,22.03684210526316,0.47368421052631576,17.0,Wednesday,False,,,,,,train,,,,,2026-04-20,3,Среда
2026-04-23,25,3.92,21.592,0.36,17.714285714285715,Thursday,False,,,,,,train,,,,,2026-04-20,4,Четверг
2026-04-24,16,4.373333333333333,14.65625,0.25,16.857142857142858,Friday,False,,,,,,train,,,,,2026-04-20,5,Пятница
2026-04-25,12,4.316666666666666,16.508333333333333,0.3333333333333333,17.142857142857142,Saturday,True,,,,,,train,,,,,2026-04-20,6,Суббота
2026-04-26,8,3.7625,47.75,0.375,17.428571428571427,Sunday,True,,,,,,train,,,,,2026-04-20,7,Воскресенье
2026-04-27,16,4.05,40.44375,0.5,16.714285714285715,Monday,False,,,,,,train,,,,,2026-04-27,1,Понедельник
2026-04-28,23,4.577272727272727,21.208695652173912,0.2608695652173913,17.0,Tuesday,False,,,,,,train,,,,,2026-04-27,2,Вторник
2026-04-29,23,4.066666666666667,18.87391304347826,0.30434782608695654,17.571428571428573,Wednesday,False,,,,,,train,,,,,2026-04-27,3,Среда
2026-04-30,15,4.133333333333334,15.846666666666668,0.3333333333333333,16.142857142857142,Thursday,False,,,,,,train,,,,,2026-04-27,4,Четверг
2026-05-01,17,4.035294117647059,14.405882352941177,0.29411764705882354,16.285714285714285,Friday,False,,,,,,train,,,,,2026-04-27,5,Пятница
2026-05-02,11,4.163636363636364,18.427272727272726,0.5454545454545454,16.142857142857142,Saturday,True,,,,,,train,,,,,2026-04-27,6,Суббота
2026-05-03,4,3.533333333333333,15.475,0.25,15.571428571428571,Sunday,True,,,,,,train,,,,,2026-04-27,7,Воскресенье
2026-05-04,16,3.953333333333333,26.65625,0.375,15.571428571428571,Monday,False,,,,,,train,,,,,2026-05-04,1,Понедельник
2026-05-05,13,4.138461538461538,21.823076923076922,0.38461538461538464,14.142857142857142,Tuesday,False,,,,,,train,,,,,2026-05-04,2,Вторник
2026-05-06,22,4.404761904761905,20.10909090909091,0.2727272727272727,14.0,Wednesday,False,,,,,,train,,,,,2026-05-04,3,Среда
2026-05-07,16,4.193333333333333,16.05625,0.1875,14.142857142857142,Thursday,False,,,,,,train,,,,,2026-05-04,4,Четверг
2026-05-08,18,3.8833333333333337,29.61111111111111,0.4444444444444444,14.285714285714286,Friday,False,,,,,,train,,,,,2026-05-04,5,Пятница
2026-05-09,6,4.3500000000000005,20.683333333333334,0.5,13.571428571428571,Saturday,True,,,,,,train,,,,,2026-05-04,6,Суббота
2026-05-10,9,3.477777777777778,52.65555555555556,0.5555555555555556,14.285714285714286,Sunday,True,,,,,,train,,,,,2026-05-04,7,Воскресенье
2026-05-11,17,4.135294117647058,20.711764705882356,0.29411764705882354,14.428571428571429,Monday,False,,,,,,train,,,,,2026-05-11,1,Понедельник
2026-05-12,15,4.486666666666666,13.906666666666666,0.13333333333333333,14.714285714285714,Tuesday,False,,,,,,train,,,,,2026-05-11,2,Вторник
2026-05-13,14,3.4857142857142853,23.057142857142857,0.5,13.571428571428571,Wednesday,False,,,,,,train,,,,,2026-05-11,3,Среда
2026-05-14,9,4.333333333333333,7.822222222222223,0.1111111111111111,12.571428571428571,Thursday,False,,,,,,train,,,,,2026-05-11,4,Четверг
2026-05-15,15,3.86,20.813333333333333,0.4666666666666667,12.142857142857142,Friday,False,,,,,,train,,,,,2026-05-11,5,Пятница
2026-05-16,8,3.6714285714285713,26.9875,0.625,12.428571428571429,Saturday,True,,,,,,train,,,,,2026-05-11,6,Суббота
2026-05-17,8,4.257142857142857,42.35,0.125,12.285714285714286,Sunday,True,,,,,,train,,,,,2026-05-11,7,Воскресенье
2026-05-18,21,3.957142857142857,29.138095238095236,0.47619047619047616,12.857142857142858,Monday,False,,,,,,train,,,,,2026-05-18,1,Понедельник
2026-05-19,29,4.2178571428571425,17.879310344827587,0.27586206896551724,14.857142857142858,Tuesday,False,,,,,,train,,,,,2026-05-18,2,Вторник
2026-05-20,24,4.091304347826087,19.775000000000002,0.4166666666666667,16.285714285714285,Wednesday,False,24.0,29.0,14.857142857142858,14.0,19.131751902396925,test,5.0,9.142857142857142,10.0,4.868248097603075,2026-05-18,3,Среда
2026-05-21,20,4.4799999999999995,26.53,0.2,17.857142857142858,Thursday,False,20.0,29.0,14.857142857142858,9.0,16.006588932497852,test,9.0,5.142857142857142,11.0,3.993411067502148,2026-05-18,4,Четверг
2026-05-22,20,4.025,29.485000000000003,0.4,18.571428571428573,Friday,False,20.0,29.0,14.857142857142858,15.0,15.016885036544867,test,9.0,5.142857142857142,5.0,4.983114963455133,2026-05-18,5,Пятница
2026-05-23,6,4.266666666666667,19.516666666666666,0.0,18.285714285714285,Saturday,True,6.0,29.0,14.857142857142858,8.0,14.703456965401381,test,23.0,8.857142857142858,2.0,8.703456965401381,2026-05-18,6,Суббота
2026-05-24,8,4.7,8.9875,0.125,18.285714285714285,Sunday,True,8.0,29.0,14.857142857142858,8.0,14.60419782720618,test,21.0,6.857142857142858,0.0,6.60419782720618,2026-05-18,7,Воскресенье
2026-05-25,21,4.038095238095238,14.476190476190476,0.42857142857142855,18.285714285714285,Monday,False,21.0,29.0,14.857142857142858,21.0,14.572763576664071,test,8.0,6.142857142857142,0.0,6.427236423335929,2026-05-25,1,Понедельник
2026-05-26,15,4.135714285714285,23.933333333333334,0.4666666666666667,16.285714285714285,Tuesday,False,15.0,29.0,14.857142857142858,29.0,14.562808703741432,test,14.0,0.14285714285714235,14.0,0.43719129625856823,2026-05-25,2,Вторник
2026-05-27,30,4.086666666666667,20.723333333333336,0.4666666666666667,17.142857142857142,Wednesday,False,30.0,29.0,14.857142857142858,14.0,14.559656107665596,test,1.0,15.142857142857142,16.0,15.440343892334404,2026-05-25,3,Среда
2026-05-28,22,3.8666666666666667,23.12272727272727,0.2727272727272727,17.428571428571427,Thursday,False,22.0,29.0,14.857142857142858,9.0,14.558657716014128,test,7.0,7.142857142857142,13.0,7.441342283985872,2026-05-25,4,Четверг
2026-05-29,22,4.219047619047619,12.654545454545454,0.22727272727272727,17.714285714285715,Friday,False,22.0,29.0,14.857142857142858,15.0,14.558341536628713,test,7.0,7.142857142857142,7.0,7.441658463371287,2026-05-25,5,Пятница
2026-05-30,11,4.309090909090909,14.045454545454545,0.36363636363636365,18.428571428571427,Saturday,True,11.0,29.0,14.857142857142858,8.0,14.558241406180292,test,18.0,3.8571428571428577,3.0,3.558241406180292,2026-05-25,6,Суббота
2026-05-31,11,4.26,14.299999999999999,0.18181818181818182,18.857142857142858,Sunday,True,11.0,29.0,14.857142857142858,8.0,14.55820969599562,test,18.0,3.8571428571428577,3.0,3.55820969599562,2026-05-25,7,Воскресенье
2026-06-01,19,4.122222222222223,20.763157894736842,0.42105263157894735,18.571428571428573,Monday,False,19.0,29.0,14.857142857142858,21.0,14.558199653737468,test,10.0,4.142857142857142,2.0,4.441800346262532,2026-06-01,1,Понедельник
2026-06-02,21,4.1450000000000005,20.761904761904763,0.38095238095238093,19.428571428571427,Tuesday,False,21.0,29.0,14.857142857142858,29.0,14.558196473467474,test,8.0,6.142857142857142,8.0,6.441803526532526,2026-06-01,2,Вторник
2026-06-03,29,4.179310344827586,20.79655172413793,0.4482758620689655,19.285714285714285,Wednesday,False,29.0,29.0,14.857142857142858,14.0,14.558195466311805,test,0.0,14.142857142857142,15.0,14.441804533688195,2026-06-01,3,Среда
2026-06-04,26,4.191666666666666,26.676923076923078,0.34615384615384615,19.857142857142858,Thursday,False,26.0,29.0,14.857142857142858,9.0,14.558195147356953,test,3.0,11.142857142857142,17.0,11.441804852643047,2026-06-01,4,Четверг
2026-06-05,20,3.9450000000000003,27.939999999999998,0.35,19.571428571428573,Friday,False,20.0,29.0,14.857142857142858,15.0,14.558195046347546,test,9.0,5.142857142857142,5.0,5.441804953652454,2026-06-01,5,Пятница
2026-06-06,12,4.245454545454546,14.408333333333331,0.3333333333333333,19.714285714285715,Saturday,True,12.0,29.0,14.857142857142858,8.0,14.558195014359004,test,17.0,2.8571428571428577,4.0,2.558195014359004,2026-06-01,6,Суббота
2026-06-07,13,3.9416666666666664,22.792307692307695,0.46153846153846156,20.0,Sunday,True,13.0,29.0,14.857142857142858,8.0,14.558195004228594,test,16.0,1.8571428571428577,5.0,1.558195004228594,2026-06-01,7,Воскресенье
2026-06-08,29,4.113793103448276,16.09655172413793,0.3448275862068966,21.428571428571427,Monday,False,29.0,29.0,14.857142857142858,21.0,14.558195001020406,test,0.0,14.142857142857142,8.0,14.441804998979594,2026-06-08,1,Понедельник
