movie_id,title,release_year,numeric__rating_score,numeric__movie_age,numeric__title_length,numeric__platform_count,categorical__age_rating_0+,categorical__age_rating_13+,categorical__age_rating_16+,categorical__age_rating_18+,categorical__age_rating_7+,categorical__age_rating_unknown,categorical__availability_group_multi_platform,categorical__availability_group_single_platform
85,Ma Rainey's Black Bottom,2020,2.286480441608983,-0.7287104274268826,0.6105183663758458,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
88,Over the Moon,2020,2.286480441608983,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
97,The Hater,2020,2.2109646216164545,-0.7287104274268826,-0.8277906726470052,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
106,My Octopus Teacher,2020,2.2109646216164545,-0.7287104274268826,0.03519475076670541,-0.17022515745140482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,The Life Ahead,2020,2.135448801623926,-0.7287104274268826,-0.34835432630605484,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
134,A Whisker Away,2020,2.059932981631398,-0.7287104274268826,-0.34835432630605484,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
139,Bo Burnham: Inside,2021,2.059932981631398,-0.779269521939155,0.03519475076670541,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
167,The Willoughbys,2020,1.9844171616388697,-0.7287104274268826,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
178,The Speed Cubers,2020,1.9089013416463416,-0.7287104274268826,-0.1565797877696747,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
214,The Old Guard,2020,1.8333855216538133,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
232,Enola Holmes,2020,1.7578697016612852,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
282,Uncorked,2020,1.6068380616762288,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
288,The Dig,2021,1.6068380616762288,-0.779269521939155,-1.0195652111833853,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
306,Army of the Dead,2021,1.6068380616762288,-0.779269521939155,-0.1565797877696747,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
314,The White Tiger,2021,1.6068380616762288,-0.779269521939155,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
323,I Care a Lot,2021,1.5313222416837007,-0.779269521939155,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
341,Have a Good Trip: Adventures in Psychedelics,2020,1.5313222416837007,-0.7287104274268826,2.5282637517396473,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
344,Nobody Knows I'm Here,2020,1.5313222416837007,-0.7287104274268826,0.3228565585712756,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
348,Mank,2020,1.5313222416837007,-0.7287104274268826,-1.3072270189879556,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
358,Lost Bullet,2020,1.4558064216911724,-0.7287104274268826,-0.6360161341106251,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
365,Wish Dragon,2021,1.4558064216911724,-0.779269521939155,-0.6360161341106251,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
368,The Babysitter: Killer Queen,2020,1.4558064216911724,-0.7287104274268826,0.9940674434486061,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
371,Spelling the Dream,2020,1.4558064216911724,-0.7287104274268826,0.03519475076670541,-0.17022515745140482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
377,The Mitchells vs. The Machines,2021,1.4558064216911724,-0.779269521939155,1.1858419819849861,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
378,Spenser Confidential,2020,1.4558064216911724,-0.7287104274268826,0.22696928930308555,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
385,Holidate,2020,1.4558064216911724,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
386,Fear Street Part Two: 1978,2021,1.4558064216911724,-0.779269521939155,0.8022929049122259,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
388,Gunpowder Milkshake,2021,1.4558064216911724,-0.779269521939155,0.13108202003489547,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
443,The Ice Road,2021,1.3802906016986443,-0.779269521939155,-0.5401288648424349,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
447,Horse Girl,2020,1.3802906016986443,-0.7287104274268826,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
449,Hillbilly Elegy,2020,1.3802906016986443,-0.7287104274268826,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
455,I'm Thinking of Ending Things,2020,1.304774781706116,-0.7287104274268826,1.0899547127167961,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
486,Jerry Seinfeld: 23 Hours to Kill,2020,1.304774781706116,-0.7287104274268826,1.3776165205213664,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
490,Bad Trip,2020,1.304774781706116,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
494,The Midnight Sky,2020,1.304774781706116,-0.7287104274268826,-0.1565797877696747,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
497,Synchronic,2020,1.304774781706116,-0.7287104274268826,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
501,Da 5 Bloods,2020,1.2292589617135878,-0.7287104274268826,-0.6360161341106251,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
508,Fear Street: 1666,2021,1.2292589617135878,-0.779269521939155,-0.06069251850148466,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
515,Ava,2020,1.2292589617135878,-0.7287104274268826,-1.4031142882561456,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
518,Go!,2020,1.2292589617135878,-0.7287104274268826,-1.4031142882561456,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
527,The Wrong Missy,2020,1.2292589617135878,-0.7287104274268826,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
533,Mosul,2020,1.2292589617135878,-0.7287104274268826,-1.2113397497197655,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
561,Disclosure,2020,1.1537431417210595,-0.7287104274268826,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
564,Fear Street: 1994,2021,1.1537431417210595,-0.779269521939155,-0.06069251850148466,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
568,Outside the Wire,2021,1.1537431417210595,-0.779269521939155,-0.1565797877696747,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
570,Project Power,2020,1.1537431417210595,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
581,Trollhunters: Rise of the Titans,2021,1.1537431417210595,-0.779269521939155,1.3776165205213664,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
586,Death to 2020,2020,1.1537431417210595,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
596,If Anything Happens I Love You,2020,1.1537431417210595,-0.7287104274268826,1.1858419819849861,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
601,Fatherhood,2021,1.1537431417210595,-0.779269521939155,-0.7319034033788151,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
612,Rocks,2020,1.0782273217285314,-0.7287104274268826,-1.2113397497197655,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
614,Giving Voice,2020,1.0782273217285314,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
624,Ludo,2020,1.0782273217285314,-0.7287104274268826,-1.3072270189879556,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
630,American Murder: The Family Next Door,2020,1.0782273217285314,-0.7287104274268826,1.8570528668623167,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
635,After We Collided,2020,1.0782273217285314,-0.7287104274268826,-0.06069251850148466,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
638,To All the Boys: P.S. I Still Love You,2020,1.0782273217285314,-0.7287104274268826,1.9529401361305068,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
639,Malang,2020,1.0782273217285314,-0.7287104274268826,-1.1154524804515753,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
649,Rurouni Kenshin: The Final,2021,1.002711501736003,-0.779269521939155,0.8022929049122259,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
652,All the Bright Places,2020,1.002711501736003,-0.7287104274268826,0.3228565585712756,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
656,Major Grom: Plague Doctor,2021,1.002711501736003,-0.779269521939155,0.7064056356440359,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
658,Seaspiracy,2021,1.002711501736003,-0.779269521939155,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
660,Moxie,2021,1.002711501736003,-0.779269521939155,-1.2113397497197655,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
661,18 Presents,2020,1.002711501736003,-0.7287104274268826,-0.6360161341106251,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
662,Oxygen,2021,1.002711501736003,-0.779269521939155,-1.1154524804515753,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
666,Athlete A,2020,1.002711501736003,-0.7287104274268826,-0.8277906726470052,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
673,Penguin Bloom,2021,1.002711501736003,-0.779269521939155,-0.4442415955742449,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
674,The Kissing Booth 2,2020,1.002711501736003,-0.7287104274268826,0.13108202003489547,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
684,Stowaway,2021,1.002711501736003,-0.779269521939155,-0.9236779419151953,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
690,Kingdom: Ashin of the North,2021,1.002711501736003,-0.779269521939155,0.898180174180416,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
692,Emicida: AmarElo - It's All for Yesterday,2020,1.002711501736003,-0.7287104274268826,2.240601943935077,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
693,Blue Miracle,2021,1.002711501736003,-0.779269521939155,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
698,Rising Phoenix,2020,1.002711501736003,-0.7287104274268826,-0.34835432630605484,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
704,The Occupant,2020,1.002711501736003,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
706,The Woman in the Window,2021,1.002711501736003,-0.779269521939155,0.5146310971076558,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
723,Good on Paper,2021,0.927195681743475,-0.779269521939155,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
734,Yes Day,2021,0.927195681743475,-0.779269521939155,-1.0195652111833853,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
735,Blood Red Sky,2021,0.927195681743475,-0.779269521939155,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
737,Tread,2020,0.927195681743475,-0.7287104274268826,-1.2113397497197655,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
742,Ferry,2021,0.927195681743475,-0.779269521939155,-1.2113397497197655,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
746,The Lovebirds,2020,0.927195681743475,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
748,Sergio,2020,0.927195681743475,-0.7287104274268826,-1.1154524804515753,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
749,The Last Letter From Your Lover,2021,0.927195681743475,-0.779269521939155,1.2817292512531762,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
763,Lingua Franca,2020,0.927195681743475,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
776,Haseen Dillruba,2021,0.8516798617509468,-0.779269521939155,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
789,The Prom,2020,0.8516798617509468,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
798,Lost Girls,2020,0.8516798617509468,-0.7287104274268826,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
807,Xtreme,2021,0.8516798617509468,-0.779269521939155,-1.1154524804515753,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
809,Two Distant Strangers,2020,0.8516798617509468,-0.7287104274268826,0.3228565585712756,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
811,To All the Boys: Always and Forever,2021,0.8516798617509468,-0.779269521939155,1.6652783283259365,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
812,Breaking Boundaries: The Science of Our Planet,2021,0.8516798617509468,-0.779269521939155,2.7200382902760274,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
817,Gunjan Saxena: The Kargil Girl,2020,0.8516798617509468,-0.7287104274268826,1.1858419819849861,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
826,Thunder Force,2021,0.8516798617509468,-0.779269521939155,-0.4442415955742449,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
829,Space Sweepers,2021,0.8516798617509468,-0.779269521939155,-0.34835432630605484,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
833,A Babysitter's Guide to Monster Hunting,2020,0.7761640417584186,-0.7287104274268826,2.048827405398697,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
844,The Christmas Chronicles: Part Two,2020,0.7761640417584186,-0.7287104274268826,1.5693910590577465,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
858,The Boys in the Band,2020,0.7761640417584186,-0.7287104274268826,0.22696928930308555,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
866,The Forty-Year-Old Version,2020,0.7761640417584186,-0.7287104274268826,0.8022929049122259,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
873,The Call,2020,0.7761640417584186,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
875,Dick Johnson Is Dead,2020,0.7761640417584186,-0.7287104274268826,0.22696928930308555,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
878,Mimi,2021,0.7761640417584186,-0.779269521939155,-1.3072270189879556,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
882,Taylor Tomlinson: Quarter-Life Crisis,2020,0.7761640417584186,-0.7287104274268826,1.8570528668623167,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
883,All Day and a Night,2020,0.7761640417584186,-0.7287104274268826,0.13108202003489547,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
902,Below Zero,2021,0.7761640417584186,-0.779269521939155,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
913,Andhaghaaram,2020,0.7006482217658904,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
917,Jingle Jangle: A Christmas Journey,2020,0.7006482217658904,-0.7287104274268826,1.5693910590577465,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
947,BLACKPINK: Light Up the Sky,2020,0.7006482217658904,-0.7287104274268826,0.898180174180416,-0.17022515745140482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
959,I Am All Girls,2021,0.7006482217658904,-0.779269521939155,-0.34835432630605484,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
960,Jagame Thandhiram,2021,0.7006482217658904,-0.779269521939155,-0.06069251850148466,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
962,Hubie Halloween,2020,0.7006482217658904,-0.7287104274268826,-0.2524670570378648,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
964,Awake,2021,0.7006482217658904,-0.779269521939155,-1.2113397497197655,5.431730024131194,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
965,Bulbbul,2020,0.7006482217658904,-0.7287104274268826,-1.0195652111833853,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
966,Malcolm & Marie,2021,0.7006482217658904,-0.779269521939155,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
983,America: The Motion Picture,2021,0.7006482217658904,-0.779269521939155,0.898180174180416,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
993,#Alive,2020,0.6251324017733622,-0.7287104274268826,-1.1154524804515753,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
994,Finding 'Ohana,2021,0.6251324017733622,-0.779269521939155,-0.34835432630605484,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1001,Feel the Beat,2020,0.6251324017733622,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1003,Silver Skates,2020,0.6251324017733622,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1006,Choked: Paisa Bolta Hai,2020,0.6251324017733622,-0.7287104274268826,0.5146310971076558,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1009,Ala Vaikunthapurramuloo,2020,0.6251324017733622,-0.7287104274268826,0.5146310971076558,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1011,Pelé,2021,0.6251324017733622,-0.779269521939155,-1.3072270189879556,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1014,Hannah Gadsby: Douglas,2020,0.6251324017733622,-0.7287104274268826,0.4187438278394657,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1015,Operation Christmas Drop,2020,0.6251324017733622,-0.7287104274268826,0.6105183663758458,-0.17022515745140482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1026,The Paramedic,2020,0.6251324017733622,-0.7287104274268826,-0.4442415955742449,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1032,How I Became a Superhero,2021,0.6251324017733622,-0.779269521939155,0.6105183663758458,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1033,Isi & Ossi,2020,0.6251324017733622,-0.7287104274268826,-0.7319034033788151,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1043,2 Hearts,2020,0.6251324017733622,-0.7287104274268826,-0.9236779419151953,-0.17022515745140482,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1044,The Night Clerk,2020,0.6251324017733622,-0.7287104274268826,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1046,Work It,2020,0.6251324017733622,-0.7287104274268826,-1.0195652111833853,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1053,Secret Magic Control Agency,2021,0.6251324017733622,-0.779269521939155,0.898180174180416,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1054,The Three Deaths of Marisela Escobedo,2020,0.6251324017733622,-0.7287104274268826,1.8570528668623167,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1058,Nayattu,2021,0.549616581780834,-0.779269521939155,-1.0195652111833853,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1071,Audrey,2020,0.549616581780834,-0.7287104274268826,-1.1154524804515753,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1075,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",2020,0.549616581780834,-0.7287104274268826,3.583023713689738,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1080,1BR,2020,0.549616581780834,-0.7287104274268826,-1.4031142882561456,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1084,The Last Blockbuster,2020,0.549616581780834,-0.7287104274268826,0.22696928930308555,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1086,Mandela,2021,0.549616581780834,-0.779269521939155,-1.0195652111833853,-0.17022515745140482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1087,Calm with Horses,2020,0.549616581780834,-0.7287104274268826,-0.1565797877696747,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1092,The Seventh Day,2021,0.549616581780834,-0.779269521939155,-0.2524670570378648,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1096,Altered Carbon: Resleeved,2020,0.549616581780834,-0.7287104274268826,0.7064056356440359,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1098,Don't Listen,2020,0.549616581780834,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1101,Things Heard & Seen,2021,0.549616581780834,-0.779269521939155,0.13108202003489547,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1115,Wasp Network,2020,0.549616581780834,-0.7287104274268826,-0.5401288648424349,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1116,Monster,2021,0.549616581780834,-0.779269521939155,-1.0195652111833853,5.431730024131194,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1125,Sightless,2020,0.549616581780834,-0.7287104274268826,-0.8277906726470052,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1126,Red Dot,2021,0.549616581780834,-0.779269521939155,-1.0195652111833853,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1127,Tom Segura: Ball Hog,2020,0.549616581780834,-0.7287104274268826,0.22696928930308555,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1129,Your Name Engraved Herein,2020,0.549616581780834,-0.7287104274268826,0.7064056356440359,-0.17022515745140482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1130,Skater Girl,2021,0.549616581780834,-0.779269521939155,-0.6360161341106251,-0.17022515745140482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1133,Murder by the Coast,2021,0.47410076178830574,-0.779269521939155,0.13108202003489547,-0.17022515745140482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
