order_id,order_date,client_id,product_id,region_id,channel,quantity,unit_price,discount,comment,channel_raw,order_date_raw,is_duplicate_order,invalid_date,invalid_quantity,invalid_price,invalid_discount,missing_key,unknown_product,unknown_client,unknown_region,exclude_from_report,quality_status
ORD-1019,2026-03-16,C037,P002,R05,online,4,107618.66,0.15,promo, ONLINE ,2026-03-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1020,2026-02-03,C026,P007,R02,marketplace,3,15531.66,0.03,promo,marketplace,2026-02-03,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1021,2026-02-28,C040,P015,R05,online,1,12531.99,0.0,,online,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1022,2026-01-09,C016,P007,R03,online,2,14728.84,0.05,regular order, ONLINE ,2026-01-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1023,2026-03-20,C034,P015,R01,marketplace,6,14835.17,0.05,promo,marketplace,2026-03-20,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1024,2026-01-15,C007,P004,R06,retail,2,3095.04,0.05,regular order,Retail ,2026-01-15,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1025,2026-02-13,C014,P009,R06,marketplace,2,1669.05,0.15,promo,marketplace,2026-02-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1026,2026-03-23,C028,P016,R03,online,1,10179.15,0.0,,online,2026-03-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1027,2026-01-21,C029,P011,R05,marketplace,6,4252.45,0.05,repeat client,marketplace,2026-01-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1028,2026-03-11,C003,P001,R03,retail,6,54849.35,0.03,regular order,Retail ,2026-03-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1029,2026-01-06,C023,P014,R02,marketplace,3,15239.18,0.05,regular order,marketplace,2026-01-06,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1030,2026-03-21,C010,P004,R02,marketplace,5,2568.31,0.07,regular order,MarketPlace,2026-03-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1031,2026-02-12,C027,P006,R06,marketplace,1,36350.22,0.03,regular order,MarketPlace,2026-02-12,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1032,2026-02-18,C003,P009,R04,online,6,1595.52,0.0,regular order,Online,2026-02-18,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1033,2026-01-04,C013,P015,R04,online,2,12680.98,0.03,promo, ONLINE ,2026-01-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1034,2026-03-24,C033,P003,R04,marketplace,3,1126.74,0.05,promo,marketplace,2026-03-24,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1035,2026-03-16,C017,P001,R01,online,3,54922.18,0.03,repeat client,online,2026-03-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1036,2026-03-19,C033,P012,R01,retail,3,290.57,0.07,regular order,retail,2026-03-19,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1037,2026-03-08,C035,P009,R06,marketplace,4,1526.63,0.0,regular order,marketplace,2026-03-08,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1038,2026-03-21,C021,P012,R06,marketplace,6,263.82,0.05,,MarketPlace,2026-03-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1039,2026-02-11,C026,P010,R06,online,6,4661.04,0.07,regular order, ONLINE ,2026-02-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1040,2026-01-23,C040,P007,R05,online,4,14310.19,0.15,repeat client, ONLINE ,2026-01-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1041,2026-03-16,C039,P001,R06,online,2,58881.37,0.07,repeat client, ONLINE ,2026-03-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1042,2026-03-02,C011,P015,R06,online,2,13092.61,0.1,promo,online,2026-03-02,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1043,2026-02-09,C015,P011,R02,online,2,3371.4,0.15,,Online,2026-02-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1044,2026-01-10,C030,P002,R04,marketplace,4,94697.07,0.1,regular order,marketplace,2026-01-10,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1045,2026-03-25,C001,P013,R01,marketplace,2,329.38,0.03,repeat client,MarketPlace,2026-03-25,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1046,2026-03-01,C004,P008,R05,online,6,19400.18,0.1,,Online,2026-03-01,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1047,2026-03-09,C036,P015,R05,online,4,11718.36,0.15,repeat client, ONLINE ,2026-03-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1048,2026-01-21,C031,P014,R04,online,5,19317.3,0.07,regular order, ONLINE ,2026-01-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1049,2026-03-22,C016,P009,R03,retail,5,1959.49,0.07,,retail,2026-03-22,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1050,2026-03-11,C006,P010,R02,online,3,4238.47,0.05,regular order,Online,2026-03-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1051,2026-01-09,C027,P013,R04,online,6,351.33,0.03,repeat client, ONLINE ,2026-01-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1052,2026-03-16,C002,P014,R05,retail,4,14861.14,0.07,repeat client,retail,2026-03-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1053,2026-02-23,C035,P001,R06,marketplace,3,72297.57,0.07,regular order,marketplace,2026-02-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1054,2026-01-04,C025,P016,R03,marketplace,4,10061.86,0.07,repeat client,marketplace,2026-01-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1055,2026-03-10,C002,P006,R04,retail,2,35910.44,0.1,,Retail ,2026-03-10,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1056,2026-01-24,C004,P003,R03,retail,2,1021.39,0.07,promo,retail,2026-01-24,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1057,2026-02-05,C027,P007,R03,marketplace,3,14478.03,0.07,,MarketPlace,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1058,2026-02-14,C015,P016,R06,online,5,9321.72,0.0,,online,2026-02-14,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1059,2026-03-21,C010,P001,R02,online,2,72441.85,0.0,repeat client,Online,2026-03-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1060,2026-03-31,C017,P004,R03,online,2,2757.57,0.07,,Online,2026-03-31,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1061,2026-01-04,C020,P006,R05,marketplace,1,37245.75,0.1,repeat client,marketplace,2026-01-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1062,2026-03-17,C016,P013,R01,marketplace,2,378.56,0.0,promo,marketplace,2026-03-17,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1063,2026-02-14,C035,P004,R04,marketplace,5,2966.6,0.0,promo,marketplace,2026-02-14,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1064,2026-02-23,C032,P003,R01,retail,3,976.94,0.0,promo,retail,2026-02-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1065,2026-03-08,C018,P015,R05,marketplace,4,14272.52,0.03,repeat client,MarketPlace,2026-03-08,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1066,2026-02-04,C021,P015,R02,marketplace,6,13063.31,0.1,,MarketPlace,2026-02-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1067,2026-03-14,C040,P009,R06,retail,2,2028.98,0.07,promo,retail,2026-03-14,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1068,2026-03-04,C014,P001,R03,marketplace,3,62880.44,0.03,promo,MarketPlace,2026-03-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1069,2026-02-05,C036,P011,R01,retail,5,3613.56,0.15,regular order,Retail ,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1070,2026-03-13,C016,P003,R06,retail,4,890.94,0.07,repeat client,retail,2026-03-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1071,2026-01-29,C026,P015,R06,online,1,14653.55,0.05,promo,Online,2026-01-29,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1072,2026-02-24,C036,P012,R03,online,5,267.59,0.05,repeat client, ONLINE ,2026-02-24,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1073,2026-01-25,C021,P009,R01,marketplace,2,1683.97,0.0,regular order,marketplace,2026-01-25,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1074,2026-03-17,C034,P007,R05,online,4,13310.28,0.05,, ONLINE ,2026-03-17,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1075,2026-02-08,C001,P007,R06,retail,3,13701.61,0.03,regular order,Retail ,2026-02-08,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1076,2026-02-07,C009,P009,R06,marketplace,1,1527.31,0.1,repeat client,MarketPlace,2026-02-07,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1077,2026-03-02,C031,P004,R04,online,5,3035.45,0.05,regular order, ONLINE ,2026-03-02,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1078,2026-01-09,C026,P002,R04,online,4,94960.5,0.0,,online,2026-01-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1079,2026-01-11,C016,P005,R01,retail,5,9669.57,0.05,repeat client,Retail ,2026-01-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1080,2026-02-26,C020,P008,R05,retail,4,23748.78,0.07,promo,retail,2026-02-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1081,2026-01-27,C014,P002,R03,marketplace,6,107282.27,0.0,,marketplace,2026-01-27,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1082,2026-01-21,C001,P006,R04,retail,5,29453.55,0.0,repeat client,retail,2026-01-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1083,2026-02-06,C030,P010,R01,marketplace,3,3925.59,0.15,regular order,marketplace,2026-02-06,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1084,2026-03-26,C013,P009,R04,online,6,1972.7,0.1,regular order,online,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1085,2026-01-08,C011,P005,R03,retail,2,12440.7,0.0,promo,Retail ,2026-01-08,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1086,2026-03-31,C026,P015,R03,retail,6,11678.37,0.05,repeat client,Retail ,2026-03-31,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1087,2026-02-11,C039,P015,R03,online,1,11482.97,0.07,,online,2026-02-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1088,2026-01-03,C018,P008,R05,online,5,25098.86,0.1,regular order,online,2026-01-03,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1089,2026-01-24,C038,P016,R04,marketplace,4,11170.17,0.05,repeat client,marketplace,2026-01-24,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1090,2026-02-11,C007,P003,R02,online,4,965.25,0.05,repeat client, ONLINE ,2026-02-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1091,2026-01-05,C030,P016,R01,online,4,10316.41,0.1,promo, ONLINE ,2026-01-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1092,2026-01-01,C035,P011,R04,retail,4,3400.7,0.1,,retail,2026-01-01,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1093,2026-03-22,C029,P007,R01,online,5,14790.35,0.07,promo,Online,2026-03-22,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1094,2026-03-04,C008,P005,R01,marketplace,4,12511.01,0.15,regular order,marketplace,2026-03-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1095,2026-02-22,C006,P006,R02,marketplace,1,30215.56,0.1,,MarketPlace,2026-02-22,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1096,2026-03-05,C019,P015,R05,marketplace,6,15339.42,0.03,promo,marketplace,2026-03-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1097,2026-02-28,C036,P014,R02,retail,4,19341.4,0.03,regular order,retail,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1098,2026-02-13,C033,P005,R03,marketplace,3,12278.7,0.07,,MarketPlace,2026-02-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1099,2026-03-26,C032,P010,R02,retail,5,5000.38,0.1,repeat client,retail,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1100,2026-02-28,C021,P012,R02,marketplace,5,254.92,0.07,regular order,marketplace,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1101,2026-02-10,C031,P013,R06,marketplace,4,300.69,0.0,repeat client,MarketPlace,2026-02-10,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1102,2026-03-05,C003,P013,R02,retail,6,383.73,0.03,promo,Retail ,2026-03-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1103,2026-03-09,C030,P004,R01,marketplace,4,3036.77,0.0,regular order,marketplace,2026-03-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1104,2026-03-02,C017,P014,R03,retail,2,19551.41,0.0,repeat client,Retail ,2026-03-02,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1105,2026-02-18,C021,P003,R06,marketplace,6,1089.32,0.1,repeat client,marketplace,2026-02-18,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1106,2026-03-29,C019,P002,R02,marketplace,2,107552.35,0.15,,marketplace,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1107,2026-01-13,C029,P014,R02,marketplace,6,20174.36,0.15,promo,marketplace,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1108,2026-02-15,C024,P001,R04,online,1,53465.81,0.05,regular order,Online,2026-02-15,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1109,2026-01-23,C006,P014,R05,marketplace,2,17782.38,0.03,repeat client,MarketPlace,2026-01-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1110,2026-01-30,C030,P008,R06,online,5,21733.09,0.03,repeat client, ONLINE ,2026-01-30,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1111,2026-03-28,C035,P009,R02,online,4,1900.1,0.05,repeat client,online,2026-03-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1112,2026-02-24,C017,P012,R04,marketplace,3,313.89,0.15,promo,MarketPlace,2026-02-24,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1113,2026-01-31,C025,P007,R05,online,4,17146.93,0.0,promo, ONLINE ,2026-01-31,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1114,2026-02-05,C001,P010,R05,marketplace,6,3909.01,0.07,,MarketPlace,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1115,2026-03-19,C023,P016,R02,marketplace,3,12331.5,0.03,regular order,marketplace,2026-03-19,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1116,2026-03-29,C009,P009,R06,online,6,1906.66,0.15,,online,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1117,2026-02-16,C009,P010,R01,online,1,5097.35,0.1,promo, ONLINE ,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1118,2026-02-16,C034,P014,R05,online,2,15518.71,0.1,regular order, ONLINE ,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1119,2026-02-13,C008,P009,R04,online,4,2048.43,0.05,regular order,online,2026-02-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1120,2026-02-20,C036,P008,R03,online,6,24361.02,0.15,repeat client,online,2026-02-20,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1121,2026-02-17,C017,P001,R05,retail,1,58053.63,0.07,promo,retail,2026-02-17,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1122,2026-03-21,C036,P004,R03,retail,4,2857.35,0.0,regular order,Retail ,2026-03-21,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1123,2026-02-08,C027,P003,R01,online,4,1019.01,0.15,,Online,2026-02-08,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1124,2026-01-13,C016,P002,R05,online,4,96750.58,0.0,repeat client,Online,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1125,2026-03-11,C027,P015,R05,marketplace,6,12776.0,0.15,regular order,marketplace,2026-03-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1126,2026-02-22,C018,P014,R01,marketplace,4,18298.55,0.1,promo,marketplace,2026-02-22,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1127,2026-01-13,C024,P007,R05,marketplace,2,14422.58,0.05,promo,marketplace,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1128,2026-02-28,C006,P002,R06,online,2,99985.82,0.0,,Online,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1129,2026-03-14,C014,P002,R01,marketplace,2,113394.41,0.03,regular order,MarketPlace,2026-03-14,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1130,2026-01-19,C039,P007,R01,online,2,16233.96,0.05,regular order, ONLINE ,2026-01-19,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1131,2026-03-26,C002,P005,R02,online,2,11096.79,0.0,promo,online,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1132,2026-02-03,C004,P008,R02,marketplace,1,22394.18,0.03,repeat client,marketplace,2026-02-03,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1133,2026-02-16,C033,P004,R05,online,4,2921.1,0.07,repeat client,online,2026-02-16,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1134,2026-03-26,C034,P008,R03,retail,1,24979.26,0.15,,retail,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1135,2026-03-29,C007,P002,R04,marketplace,4,120701.24,0.07,repeat client,marketplace,2026-03-29,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1136,2026-01-19,C005,P003,R02,online,3,1104.76,0.1,promo, ONLINE ,2026-01-19,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1137,2026-02-28,C033,P013,R05,retail,5,384.41,0.05,,retail,2026-02-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1138,2026-01-28,C028,P004,R04,online,6,3017.51,0.1,repeat client,Online,2026-01-28,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1139,2026-01-13,C021,P011,R04,online,4,4325.64,0.07,promo, ONLINE ,2026-01-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1140,2026-01-09,C006,P012,R01,online,6,310.82,0.07,repeat client,online,2026-01-09,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1141,2026-03-13,C004,P004,R05,retail,3,2920.13,0.03,promo,Retail ,2026-03-13,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1142,2026-01-07,C019,P004,R05,online,6,2619.73,0.07,promo, ONLINE ,2026-01-07,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1143,2026-03-26,C031,P004,R02,marketplace,2,2770.13,0.03,,MarketPlace,2026-03-26,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1144,2026-02-05,C037,P012,R02,marketplace,3,301.08,0.0,repeat client,MarketPlace,2026-02-05,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1145,2026-02-04,C002,P001,R02,online,6,65288.89,0.15,promo, ONLINE ,2026-02-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1146,2026-03-14,C026,P011,R01,online,2,3706.33,0.03,,Online,2026-03-14,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1147,2026-02-23,C030,P003,R03,online,2,1054.99,0.07,promo,Online,2026-02-23,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1148,2026-01-11,C004,P010,R02,online,5,4993.47,0.1,,Online,2026-01-11,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1149,2026-03-04,C039,P003,R04,retail,6,900.93,0.07,promo,retail,2026-03-04,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1150,2026-02-25,C008,P007,R03,marketplace,1,15949.22,0.05,repeat client,marketplace,2026-02-25,False,False,False,False,False,False,False,False,False,False,ready_for_report
ORD-1004,2026-03-04,C005,P008,R05,marketplace,1,24490.57,0.0,regular order,MarketPlace,2026-03-04,True,False,False,False,False,False,False,False,False,True,excluded
ORD-1018,2026-01-31,C026,P006,R01,retail,1,27611.6,0.15,regular order,Retail ,2026-01-31,True,False,False,False,False,False,False,False,False,True,excluded
ORD-1043,2026-02-09,C015,P011,R02,online,2,3371.4,0.15,,Online,2026-02-09,True,False,False,False,False,False,False,False,False,True,excluded
ORD-2001,,C034,P010,R01,online,4,8874.01,0.05,invalid date test,Online,2026-02-31,False,True,False,False,False,False,False,False,False,True,excluded
ORD-2002,,C004,P001,R02,online,2,7115.53,0.05,invalid date test, ONLINE ,not_a_date,False,True,False,False,False,False,False,False,False,True,excluded
ORD-2003,,C017,P010,R03,online,1,4928.82,0.05,invalid date test,online,,False,True,False,False,False,False,False,False,False,True,excluded
ORD-2004,,C028,P006,R02,retail,2,4952.13,0.05,invalid date test,retail,31/04/2026,False,True,False,False,False,False,False,False,False,True,excluded
ORD-2005,,C023,P003,R04,marketplace,1,4433.38,0.05,invalid date test,MarketPlace,2026/13/05,False,True,False,False,False,False,False,False,False,True,excluded
ORD-2101,2026-01-17,C030,P003,R03,retail,0,5722.13,0.05,quantity rule test,Retail ,2026-01-17,False,False,True,False,False,False,False,False,False,True,excluded
ORD-2102,2026-01-18,C026,P014,R03,online,-1,5455.36,0.05,quantity rule test,online,2026-01-18,False,False,True,False,False,False,False,False,False,True,excluded
ORD-2103,2026-01-19,C021,P006,R05,retail,-3,10152.29,0.05,quantity rule test,retail,2026-01-19,False,False,True,False,False,False,False,False,False,True,excluded
ORD-2104,2026-01-20,C024,P003,R04,marketplace,0,2164.49,0.05,quantity rule test,MarketPlace,2026-01-20,False,False,True,False,False,False,False,False,False,True,excluded
ORD-2201,2026-01-27,C028,P013,R05,online,2,0.0,0.05,price rule test,online,2026-01-27,False,False,False,True,False,False,False,False,False,True,excluded
ORD-2202,2026-01-28,C020,P011,R02,online,1,-500.0,0.05,price rule test, ONLINE ,2026-01-28,False,False,False,True,False,False,False,False,False,True,excluded
ORD-2203,2026-01-29,C005,P004,R05,retail,1,0.0,0.05,price rule test,Retail ,2026-01-29,False,False,False,True,False,False,False,False,False,True,excluded
ORD-2301,2026-02-06,C023,P012,R06,marketplace,2,3598.96,1.2,discount rule test,MarketPlace,2026-02-06,False,False,False,False,True,False,False,False,False,True,excluded
ORD-2302,2026-02-07,C010,P009,R02,online,2,9362.37,-0.1,discount rule test,Online,2026-02-07,False,False,False,False,True,False,False,False,False,True,excluded
ORD-2303,2026-02-08,C005,P006,R06,retail,4,9298.9,1.5,discount rule test,retail,2026-02-08,False,False,False,False,True,False,False,False,False,True,excluded
ORD-2304,2026-02-09,C038,P015,R06,retail,3,10506.72,2.0,discount rule test,Retail ,2026-02-09,False,False,False,False,True,False,False,False,False,True,excluded
ORD-2305,2026-02-10,C021,P005,R04,online,4,5864.29,-0.05,discount rule test,online,2026-02-10,False,False,False,False,True,False,False,False,False,True,excluded
ORD-2401,2026-02-16,C020,P999,R03,retail,1,4871.36,0.05,missing product reference test,Retail ,2026-02-16,False,False,False,False,False,False,True,False,False,True,excluded
ORD-2402,2026-02-17,C005,P999,R03,retail,4,1413.68,0.05,missing product reference test,retail,2026-02-17,False,False,False,False,False,False,True,False,False,True,excluded
ORD-2403,2026-02-18,C024,P018,R03,online,1,7765.09,0.05,missing product reference test,online,2026-02-18,False,False,False,False,False,False,True,False,False,True,excluded
ORD-2404,2026-02-19,C033,P018,R04,retail,1,5947.07,0.05,missing product reference test,retail,2026-02-19,False,False,False,False,False,False,True,False,False,True,excluded
